subject tBodyAccMeanX tBodyAccMeanY tBodyAccMeanZ tGravityAccMeanX tGravityAccMeanY tGravityAccMeanZ tBodyAccJerkMeanX tBodyAccJerkMeanY tBodyAccJerkMeanZ tBodyGyroMeanX tBodyGyroMeanY tBodyGyroMeanZ tBodyGyroJerkMeanX tBodyGyroJerkMeanY tBodyGyroJerkMeanZ tBodyAccMagMean tGravityAccMagMean tBodyAccJerkMagMean tBodyGyroMagMean tBodyGyroJerkMagMean fBodyAccMeanX fBodyAccMeanY fBodyAccMeanZ fBodyAccJerkMeanX fBodyAccJerkMeanY fBodyAccJerkMeanZ fBodyGyroMeanX fBodyGyroMeanY fBodyGyroMeanZ fBodyAccMagMean fBodyBodyAccJerkMagMean fBodyBodyGyroMagMean fBodyBodyGyroJerkMagMean tBodyAccStdX tBodyAccStdY tBodyAccStdZ tGravityAccStdX tGravityAccStdY tGravityAccStdZ tBodyAccJerkStdX tBodyAccJerkStdY tBodyAccJerkStdZ tBodyGyroStdX tBodyGyroStdY tBodyGyroStdZ tBodyGyroJerkStdX tBodyGyroJerkStdY tBodyGyroJerkStdZ tBodyAccMagStd tGravityAccMagStd tBodyAccJerkMagStd tBodyGyroMagStd tBodyGyroJerkMagStd fBodyAccStdX fBodyAccStdY fBodyAccStdZ fBodyAccJerkStdX fBodyAccJerkStdY fBodyAccJerkStdZ fBodyGyroStdX fBodyGyroStdY fBodyGyroStdZ fBodyAccMagStd fBodyBodyAccJerkMagStd fBodyBodyGyroMagStd fBodyBodyGyroJerkMagStd
11 0.27658531139557 -0.0191272531933228 -0.108941761642405 0.730526184936709 0.0527387028613924 0.140209861246835 0.0830134540658228 0.0078044254343038 -0.00657424975259494 -0.0547328440272468 -0.0582275770813291 0.087284109682356 -0.0805473309873418 -0.0493914065474684 -0.0480140167267405 -0.542825032813608 -0.542825032813608 -0.679819504547468 -0.628367851066456 -0.826829028481013 -0.619524028324684 -0.531455265662532 -0.750026145791139 -0.676672987166456 -0.632374688606013 -0.825559590221519 -0.709949332117089 -0.776852868955696 -0.708842979272152 -0.611528074359177 -0.656133473274684 -0.757585939588608 -0.864827011392405 -0.58947649779557 -0.490379346996835 -0.665324314227848 -0.975394457689873 -0.957138770727848 -0.956812000411392 -0.659323083055063 -0.608784226719937 -0.842511816044304 -0.739922126628797 -0.703501766487342 -0.725016008797468 -0.781738140601266 -0.868377254082279 -0.795490882468354 -0.612882270912658 -0.612882270912658 -0.664241760370253 -0.696771378957911 -0.866905012626582 -0.579491754749367 -0.502570240243354 -0.652095671108544 -0.672195644346519 -0.609444998247785 -0.858259630601266 -0.751758277167721 -0.670892713066772 -0.75596062835443 -0.674470159009494 -0.676925075857595 -0.711267219682278 -0.879254016740506
12 0.27360872421875 -0.018337204411489 -0.106649116775 0.69922245131875 0.029976775735 0.0330295544910625 0.070430311315625 0.0053115377979375 0.0003081123684 -0.0628663472537188 -0.0592027333975 0.0960742146838125 -0.0731134377315625 -0.043678823491875 -0.0574585039485312 -0.559586545675313 -0.559586545675313 -0.6300504918575 -0.63166805889875 -0.77729447821875 -0.578920210879375 -0.523287078731563 -0.7266403145 -0.599109317756219 -0.591296422972219 -0.7754265825625 -0.661246826087188 -0.74479814778125 -0.657369914584375 -0.55928367746625 -0.564239194378438 -0.717311676745625 -0.78990285099375 -0.583962207065 -0.522040023435 -0.699293531365625 -0.96738343446875 -0.9605729084375 -0.9468085636875 -0.582418267596875 -0.571359817082031 -0.79262193625 -0.727881704983125 -0.73506282621875 -0.671057678528125 -0.709726149496875 -0.8112325993125 -0.749351860259375 -0.5743864944925 -0.5743864944925 -0.566365683597188 -0.68485805678325 -0.7863865328125 -0.586922577889687 -0.553076639139062 -0.709983235125 -0.602960063359688 -0.579168053712969 -0.80858300040625 -0.750393858303125 -0.7334567315 -0.70823315425 -0.65053328158 -0.571614888155312 -0.719438065809375 -0.7973614576875
13 0.275895876198777 -0.0176504796070948 -0.109135285550765 0.709996516908257 -0.0420858101162079 0.0443010536786239 0.0794393034550306 0.00387961953328135 -0.0123485923641621 -0.0562470618980061 -0.0616613787494801 0.098866059686422 -0.0881182379434251 -0.0440836605146789 -0.0582718748712538 -0.539871637249541 -0.539871637249541 -0.625466938809174 -0.581215403184709 -0.712745036012232 -0.638817912651682 -0.493467193137125 -0.629736258731804 -0.66008217407156 -0.603340489937615 -0.710831730361468 -0.65864242140581 -0.647152817899388 -0.620471226529052 -0.589928108599083 -0.607295296423853 -0.652225306544343 -0.712054366504281 -0.624844460199083 -0.448816097853364 -0.587230562129052 -0.967268063455658 -0.953540716850153 -0.938727880275229 -0.638889532599083 -0.569700547488012 -0.728452966311927 -0.715109859672783 -0.645728612088685 -0.643337285033639 -0.715772980189602 -0.718988591831804 -0.712716428498471 -0.597230982062691 -0.597230982062691 -0.610248540269939 -0.636364939544342 -0.712056186747706 -0.620602036452599 -0.462584458627829 -0.599036895271407 -0.649606227431844 -0.562129866937645 -0.744823539571865 -0.734657989051988 -0.650623558847401 -0.685774481529052 -0.665344858593272 -0.617075473106453 -0.691915161336391 -0.733183567759939
14 0.270184596009288 -0.0162548178510526 -0.100985935692074 0.672081224882353 -0.111701388781115 -0.161179728291022 0.0741757467665015 0.00443682723817957 -0.00253044692473994 0.000253671358297214 -0.0954921154823529 0.0606712446996904 -0.107556127062003 -0.0433200489340217 -0.0450693836894427 -0.453262620331889 -0.453262620331889 -0.608973420309907 -0.416459776709257 -0.700520939854799 -0.619513271851703 -0.455237617000929 -0.440650672343653 -0.654385009392879 -0.598699531399381 -0.618712162187307 -0.699166400749226 -0.50463317018839 -0.42391821438452 -0.490874179820433 -0.596896308848452 -0.543030528985449 -0.717590101802972 -0.611671118216099 -0.374730765205077 -0.29354271467452 -0.941245714736842 -0.942377305312693 -0.915927846160991 -0.641964198633003 -0.586459622773684 -0.656855586102105 -0.728661379340557 -0.398959362766099 -0.364478192502167 -0.7862917325387 -0.6979155314613 -0.638299064788854 -0.474058613408978 -0.474058613408978 -0.605144269857245 -0.471486714606811 -0.727023009383901 -0.609406374110062 -0.376829989404644 -0.275013722171486 -0.661460356953251 -0.60215894382322 -0.694424996467802 -0.740052209854489 -0.348864187370186 -0.407672097170898 -0.548269930770588 -0.619215144539319 -0.516930495917399 -0.760560087962848
15 0.27821340725 -0.016464484771311 -0.112563587594512 0.688872511512195 0.102660491875 0.0372897701757012 0.0776897411304878 0.00489392052706402 -0.00440993190077744 -0.0281278780610671 -0.075878845519878 0.0906658516 -0.0960910108539634 -0.0441270690182012 -0.0555645456881098 -0.527285352000488 -0.527285352000488 -0.654799694757531 -0.617721779796037 -0.805282669512195 -0.583772317445122 -0.507735205778384 -0.741745724698171 -0.643469519361585 -0.609408057377744 -0.805543465588415 -0.664354428856402 -0.760711411006098 -0.711194539920732 -0.562948391223628 -0.614817605125915 -0.732394493841463 -0.83680189402439 -0.556541173089329 -0.481679537956006 -0.705706623868902 -0.968733398628049 -0.956369493993902 -0.947240058048781 -0.624055782158537 -0.594312678045091 -0.825820881576219 -0.696859473045732 -0.708779069191463 -0.721826987530488 -0.731382711036585 -0.853956592073171 -0.795626198384146 -0.557147874176037 -0.557147874176037 -0.625660376546646 -0.675336960047866 -0.837120078079268 -0.547150855443902 -0.501568435233384 -0.711431340356707 -0.637655155092835 -0.605854882622652 -0.845111060762195 -0.709336168176829 -0.684504735744512 -0.751696527195122 -0.623655618198171 -0.643101167069512 -0.695346839682927 -0.849634463841463
16 0.277887440374317 -0.0158567888309016 -0.107263924445355 0.700906130308743 -0.0605235993797814 0.0402075536234973 0.0775488885374317 0.00884018328270219 -0.00143730005564208 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.616131116889044 -0.616131116889044 -0.725246870486339 -0.718168775628415 -0.860446372459016 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.789780147036612 -0.815962130027322 -0.756286641721311 -0.666962508246721 -0.713167613706148 -0.81712881920765 -0.87277228273224 -0.668161498298634 -0.649947067892896 -0.603819902386066 -0.971156432131148 -0.964727519945355 -0.945294028639344 -0.72786174352459 -0.735080198043716 -0.767873049380055 -0.799534450491803 -0.810124133715847 -0.737629967961749 -0.858298719153005 -0.86957312057377 -0.837039926065574 -0.661719690491803 -0.661719690491803 -0.719647028238525 -0.78482286579235 -0.87480016568306 -0.656969045058415 -0.661844530506831 -0.605646725307104 -0.73477673661306 -0.738434398105465 -0.782089515344262 -0.804991831502732 -0.809421448142077 -0.756993640724044 -0.712680990765301 -0.729869398769672 -0.802078223409836 -0.886533212213115
17 0.274029548065217 -0.0175416045074728 -0.109199853130082 0.69893741138587 -0.013734698125 -0.0177042428953804 0.0814060565059783 0.00848949673339674 0.00270288011005435 -0.0146686177049565 -0.082710926198038 0.077025064375462 -0.107854170946467 -0.039171944702962 -0.0508496510874185 -0.568367244093859 -0.568367244093859 -0.696465197235054 -0.676185123284103 -0.810438232853261 -0.651780423718288 -0.601741376260245 -0.718947424896739 -0.716681622653533 -0.694754837788043 -0.802528785896739 -0.728710411180707 -0.774745258994565 -0.726857840652174 -0.646189154826902 -0.697575558993207 -0.769498551467391 -0.829124468315217 -0.608455243870734 -0.567005319464348 -0.660582755619022 -0.971771652907609 -0.958810046467391 -0.949039213831522 -0.682603096154891 -0.668693821044565 -0.813339560652174 -0.759011119945652 -0.764867040625 -0.720741038680163 -0.788387981630435 -0.825988662771739 -0.808251302907609 -0.636074477703533 -0.636074477703533 -0.693946394750815 -0.750145260967391 -0.825255969701087 -0.59351017342337 -0.576930056063587 -0.656622932009511 -0.67654494089212 -0.663158393238587 -0.822801747581522 -0.770057225710326 -0.761335243695652 -0.745101477910326 -0.687536943227717 -0.692595778979891 -0.782232494673913 -0.833701023152174
18 0.276324152142857 -0.0172831546595266 -0.108112251068681 0.716863248351648 -0.01578199625 0.0899901746593407 0.077480921531044 0.0128850449171841 0.000848545124184616 -0.0373993798891484 -0.0678200104982143 0.0908402866868132 -0.0944029581558242 -0.044169186546978 -0.0568482569002198 -0.658370952115385 -0.658370952115385 -0.753904676895604 -0.714735668626374 -0.859899942335165 -0.714227764615385 -0.663659666593407 -0.761229192087912 -0.750020077252747 -0.744113444532967 -0.833032083021978 -0.787757637521978 -0.816385880247253 -0.755926770686813 -0.697732862178571 -0.742323821887363 -0.816286626730769 -0.88466302260989 -0.694616884972527 -0.627117507326923 -0.701596039615385 -0.980138675796703 -0.969542030412088 -0.959434177692308 -0.734644450054945 -0.732969175274725 -0.847257765851648 -0.804533729046703 -0.777361713653846 -0.745612483131868 -0.842893477884615 -0.884050472967033 -0.83861466293956 -0.689671890376374 -0.689671890376374 -0.745212812708791 -0.775779058758242 -0.88856533728022 -0.687850549203297 -0.632838238002747 -0.694874090513736 -0.742517893708791 -0.739197834642857 -0.860168954615385 -0.812175241332418 -0.759665554340659 -0.766381665384615 -0.733904051236264 -0.750189976318681 -0.789777674554945 -0.902206780607143
19 0.269723487105556 -0.0182031515710306 -0.118277180099383 0.475323016 0.0964052626666667 0.233011401195083 0.0774171147766389 0.0115812421960876 -0.00186198850195833 -0.0385723953346511 -0.0681420603177778 0.0883609591559167 -0.0895939425055556 -0.0383208736670278 -0.0569649444286944 -0.531507362111361 -0.531507362111361 -0.5762252472125 -0.548919668132222 -0.683436541824444 -0.587050355097528 -0.521888076609778 -0.647026298284028 -0.593157169174611 -0.596694943936944 -0.680924493180556 -0.553089575942778 -0.641337299817778 -0.602625307818389 -0.556404444967972 -0.576064647812278 -0.636287999799167 -0.719519008752778 -0.574658922919194 -0.507035084992639 -0.649184726556944 -0.958290447861111 -0.95925383425 -0.94180028475 -0.571088266146083 -0.571311190432222 -0.705342976190833 -0.637789914575556 -0.643866300560306 -0.645682212189167 -0.618836206634444 -0.725991380623889 -0.686684583831583 -0.599552767486306 -0.599552767486306 -0.601918552871944 -0.610093380740278 -0.7255986988425 -0.5708979748225 -0.530901585022361 -0.680291382637222 -0.586910128980833 -0.572596722878 -0.728521901498861 -0.666071315599889 -0.650105402347778 -0.694729075491667 -0.689860920113889 -0.641089005857778 -0.662325968145833 -0.754223739441667
20 0.268425757926554 -0.0175912993773164 -0.108029145824294 0.628040637177966 -0.0373059475847458 0.10723075947935 0.079818125480791 0.00220928707107345 -0.00450611895602542 -0.0242488811785028 -0.0789448418069209 0.0856280628860452 -0.094982179135 -0.0414356124141243 -0.0543001277610169 -0.517257429345412 -0.517257429345412 -0.619698756735028 -0.516861235888701 -0.684048497355932 -0.612641113666949 -0.426398722000395 -0.665006945724294 -0.652264226931438 -0.557791286001412 -0.732835648957627 -0.626445370827119 -0.591039733449633 -0.518444509491525 -0.560278889421186 -0.584571446817062 -0.606970915061638 -0.692638075749774 -0.60484669490339 -0.369336706508757 -0.634787346548023 -0.958201862627119 -0.952506793418079 -0.940981537502825 -0.627098830685593 -0.527174601581921 -0.747362572898305 -0.684586332415254 -0.573677383024548 -0.52727797039661 -0.698354145936441 -0.684280685533898 -0.636715878557062 -0.572325820319209 -0.572325820319209 -0.588644307467599 -0.580023613494576 -0.683503744537853 -0.60314894923565 -0.381534028764124 -0.647515612457627 -0.634710081102825 -0.525907610282373 -0.760509114748588 -0.704481841200565 -0.567588605842655 -0.575002191142655 -0.648306198707062 -0.597351046813729 -0.635816314618644 -0.694680032329943
